movieId,title,genres,diretor,atores,poster,backdrop
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,Wolfgang Petersen,"Dustin Hoffman, Rene Russo, Morgan Freeman, Kevin Spacey, Cuba Gooding Jr.",/4KymNvlWR0XF0sqX2BWRd9Z3yXR.jpg,/jwwltwI2uLpxhIUReucyLBkL8dg.jpg
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,Luc Besson,"Jean Reno, Natalie Portman, Gary Oldman, Danny Aiello, Peter Appel",/bxB2q91nKYp8JNzqE7t7TWBVupB.jpg,/fj0hwDJEOOHllRim2BMt5L7tbjf.jpg
294,"Perez Family, The (1995)",Comedy|Romance,Mira Nair,"Marisa Tomei, Alfred Molina, Anjelica Huston, Chazz Palminteri, Trini Alvarado",/jxi3UDHf86kDk5hqJxnpEMzVch2.jpg,/34O2EvrVTUup7a0JllQWtXURQw1.jpg
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,Joshua Brand,"William Baldwin, John Leguizamo, Erika Eleniak, Michael Lerner, Armin Mueller-Stahl",/tjhmiAVkxl1EHkE9o6C93yKQdJ1.jpg,/7UOhDev1SbwCzZy49pUE35GihU9.jpg
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,Quentin Tarantino,"John Travolta, Samuel L. Jackson, Uma Thurman, Bruce Willis, Ving Rhames",/vQWk5YBFWF4bZaofAbv0tShwBvQ.jpg,/suaEOtk1N1sgg2MTM7oZd2cfVp3.jpg
298,Pushing Hands (Tui shou) (1992),Drama,Ang Lee,"Lung Sihung, Wang Bozhao, Deb Snyder, Wang Lai, Fanny De Luz",/2z7QvDFDYnjd7nQhAfMW1zDihXd.jpg,/2rRyAY9IbykdzkYZULoWCInw5j3.jpg
299,Priest (1994),Drama,Antonia Bird,"Linus Roache, Tom Wilkinson, Robert Carlyle, Cathy Tyson, Lesley Sharp",/yCZ2eGJb78HzaYthNwVF8R0G6BG.jpg,/7kxUMxyE3uTVRUEOmnxsmyEQp64.jpg
300,Quiz Show (1994),Drama,Robert Redford,"John Turturro, Rob Morrow, Ralph Fiennes, Paul Scofield, David Paymer",/yoGJo1h3Hl2exXPVcG9UXWDENtX.jpg,/R5yzaNz6IE2107lcmnzBSerCBP.jpg
301,Picture Bride (Bijo photo) (1994),Drama|Romance,Kayo Hatta,"Youki Kudoh, Akira Takayama, Tamlyn Tomita, Cary-Hiroyuki Tagawa, Toshirō Mifune",/s1lUr4NWgOi4ftXLrUWGI49IvKK.jpg,/27isI5pxtk6b04G3nfCVzLfgEyG.jpg
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,Patrice Chéreau,"Isabelle Adjani, Daniel Auteuil, Jean-Hugues Anglade, Vincent Perez, Virna Lisi",/8uGkhBLiJMIkwohGPo3iB9AuwDg.jpg,/h0lGYUOxXKCM1W7cgvHN1UW1TC4.jpg
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,Sam Raimi,"Sharon Stone, Gene Hackman, Russell Crowe, Leonardo DiCaprio, Tobin Bell",/jhEmrXJpP6F3cqwyLjvgBgxxxFA.jpg,/wwdzmWC1Ra9SqPBrtCyRNJ4oYUO.jpg
304,Roommates (1995),Comedy|Drama,Peter Yates,"Peter Falk, D. B. Sweeney, Julianne Moore, Ellen Burstyn, Jan Rubeš",/8MWrjbzAUTCrsbIlVuOq4AroqSG.jpg,/wK9YSkkosLx7cOePoNzeucg9jdB.jpg
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,Robert Altman,"Marcello Mastroianni, Sophia Loren, Jean-Pierre Cassel, Kim Basinger, Chiara Mastroianni",/bb8pq3ap09S4KHsOvflXqoNJdWZ.jpg,/1hCwhL4zmMDJI8YAe9XYrN2kDAJ.jpg
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,Krzysztof Kieślowski,"Irène Jacob, Jean-Louis Trintignant, Frédérique Feder, Jean-Pierre Lorit, Samuel Le Bihan",/JHmsBiX1tjCKqAul1lzC20WcAW.jpg,/pZcoSJUb3Lgr9Rzg2shg1PtTBP9.jpg
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,Krzysztof Kieślowski,"Juliette Binoche, Benoît Régent, Florence Pernel, Charlotte Véry, Hélène Vincent",/33wsWxzsNstI8N7dvuwzFmj1qBd.jpg,/nAyUVvcdOKHmukdgGHZ7xR5er1q.jpg
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,Krzysztof Kieślowski,"Zbigniew Zamachowski, Julie Delpy, Janusz Gajos, Jerzy Stuhr, Grzegorz Warchoł",/6r09mQLfJmQes0uFD4yTa8NAKPj.jpg,/37dhpIAmHf7xUhOI9o059sqPnm8.jpg
310,Rent-a-Kid (1995),Comedy,Fred Gerber,"Leslie Nielsen, Christopher Lloyd, Matt McCoy, Sherry Miller, Amos Crawley",/hnL5TxGumlBy68D4HovSlndEIkz.jpg,/3ejBdBUpqHFnGNZgvP2gicCerw0.jpg
311,Relative Fear (1994),Horror|Thriller,George Mihalka,"Darlanne Fluegel, James Brolin, Martin Neufeld, Denise Crosby, M. Emmet Walsh",/wG6wdsB9lqCwxsRycnzzXZDSo6m.jpg,/6uxykItXvIASUh1bIRarE0S6PlV.jpg
312,Stuart Saves His Family (1995),Comedy,Harold Ramis,"Al Franken, Laura San Giacomo, Vincent D'Onofrio, Shirley Knight, Harris Yulin",/80YaWpUokDoPynsJi0ittpts3J0.jpg,/hNWte9XlfxBeNuLW7CxwnZHuY1J.jpg
313,"Swan Princess, The (1994)",Animation|Children,Richard Rich,"Jack Palance, Howard McGillin, Michelle Nicastro, Liz Callaway, John Cleese",/f5YvIPrkJ9HCsNbgzWJJyxXVNhj.jpg,/hKXmvyBGkyIYfKPAgJdH40q1ozh.jpg
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,John Sayles,"Jeni Courtney, Eileen Colgan, Mick Lally, John Lynch, Pat Slowey",/2FFcEEMMrnXh3CFz3aON92sLkXP.jpg,/4kdjUgayHYUgsQlr2TsMzDHC2At.jpg
315,"Specialist, The (1994)",Action|Drama|Thriller,Luis Llosa,"Sylvester Stallone, Sharon Stone, James Woods, Rod Steiger, Eric Roberts",/9CVAjtkSaFs9FyddGfThj11ZuQq.jpg,/fvBshQMwOnYZdUXySGMdT6LiqsI.jpg
316,Stargate (1994),Action|Adventure|Sci-Fi,Roland Emmerich,"James Spader, Kurt Russell, Jaye Davidson, Viveca Lindfors, Alexis Cruz",/4T6Po0XnZlevmhfPh3ZfEs5butR.jpg,/s2bqHApZlliCuwgyHod0qucrYqZ.jpg
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,John Pasquin,"Tim Allen, Judge Reinhold, Wendy Crewson, Eric Lloyd, David Krumholtz",/hvV2rI60qOYELT7tHHLpxtafnBZ.jpg,/p89QeYRc2u0rX0eKKU4TLJStwHO.jpg
318,"Shawshank Redemption, The (1994)",Crime|Drama,Frank Darabont,"Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler, Clancy Brown",/9cqNxx0GxF0bflZmeSMuL5tnGzr.jpg,/zfbjgQE1uSd9wiPTX4VzsLi0rGG.jpg
319,Shallow Grave (1994),Comedy|Drama|Thriller,Danny Boyle,"Ewan McGregor, Christopher Eccleston, Kerry Fox, Ken Stott, Keith Allen",/gqvSKLbfIg1mja1ulVkVcLhdwWF.jpg,/qPm2JWGq3LnoTmfbi8flzJRImbc.jpg
320,Suture (1993),Film-Noir|Thriller,Scott McGehee; David Siegel,"Dennis Haysbert, Mel Harris, Sab Shimono, Dina Merrill, Michael Harris",/8lbOpuNaJBNT1gXbIDDyYnDIYut.jpg,/yZ0vdcZ5YG8IB8JNBj13P6mtDxG.jpg
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,Tomás Gutiérrez Alea; Juan Carlos Tabío,"Jorge Perugorría, Vladimir Cruz, Mirta Ibarra, Francisco Gattorno, Joel Angelino",/8riS2hGneWg78MHuhP7NqvLERRy.jpg,/kTlrvY35ldGN0yReCu59DfQdlcp.jpg
322,Swimming with Sharks (1995),Comedy|Drama,George Huang,"Kevin Spacey, Frank Whaley, Michelle Forbes, Benicio del Toro, T.E. Russell",/eMRiIJIEyMLjWjktIqjNfzs9jGX.jpg,/nVTPAbTaExg00eoTHJnDJPkZKZT.jpg
324,"Sum of Us, The (1994)",Comedy|Drama,Geoff Burton; Kevin Dowling,"Jack Thompson, Russell Crowe, John Polson, Deborah Kennedy, Joss Moroney",/4rBI4KISTuMCsWGb0kurWxKjqPQ.jpg,/nlcD0fZBXPy6wYINygD4PHZeH.jpg
325,National Lampoon's Senior Trip (1995),Comedy,Kelly Makin,"Matt Frewer, Valerie Mahaffey, Lawrence Dane, Tommy Chong, Jeremy Renner",/3QpB4KpMKRnZnsJOsemOZHDoQKw.jpg,/4ZBhKQ4ar6sIOG2greomg2e3dv2.jpg
326,To Live (Huozhe) (1994),Drama,Zhang Yimou,"Ge You, Gong Li, Niu Ben, Guo Tao, Jiang Wu",/bv0qREWTw8TPAtgt22ELp1UlKVl.jpg,/s7xVB5OPWw6GO40VBeEJcX9EwNt.jpg
327,Tank Girl (1995),Action|Comedy|Sci-Fi,Rachel Talalay,"Lori Petty, Naomi Watts, Malcolm McDowell, Ice-T, Jeff Kober",/dpX63vJd6k5fMTudLaEOw9ffX8h.jpg,/rmG0rboJMA9sE6vttQCM2eXXJ2Q.jpg
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,Ernest R. Dickerson,"Billy Zane, William Sadler, Jada Pinkett Smith, CCH Pounder, Brenda Bakke",/8uD5yk0ECebJ59lhvhTBKhUojc.jpg,/47WfbtmsreEhNy2OzEDBxk9ZlzG.jpg
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,David Carson,"Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton, Michael Dorn",/gh0ZZRwSmlzEZTIZee3ZCN9Jssx.jpg,/mNdsbVuRdsyo8eitW2IBW2BWRkU.jpg
330,Tales from the Hood (1995),Action|Crime|Horror,Rusty Cundieff,"Clarence Williams III, Joe Torry, De'Aundre Bonds, Samuel Monroe Jr., Wings Hauser",/glPNCcI7V8zTTI3BG0iIUJJcwXN.jpg,/bfoOP1RN7N6FzF0MQYx3v5yi3WU.jpg
331,Tom & Viv (1994),Drama,Brian Gilbert,"Willem Dafoe, Miranda Richardson, Rosemary Harris, Tim Dutton, Nickolas Grace",/iw4ofGbX2AbJ4p17CixwnMjuoJ0.jpg,/cJL4i2NrR85l8UyJ1BB2UDDC9y6.jpg
332,Village of the Damned (1995),Horror|Sci-Fi,John Carpenter,"Christopher Reeve, Kirstie Alley, Linda Kozlowski, Michael Paré, Meredith Salenger",/hDNZHzYy62mOAsby0PTadKQh7so.jpg,/udqpyMs0zvaP9MjETzhWg04zVKe.jpg
333,Tommy Boy (1995),Comedy,Peter Segal,"Chris Farley, David Spade, Brian Dennehy, Julie Warner, Bo Derek",/jeEM8v1OA9u6F5NC2lzXD04Ls1U.jpg,/chJF1c4coUtVkQdv5u1YUn6H1Wm.jpg
334,Vanya on 42nd Street (1994),Drama,Louis Malle,"Wallace Shawn, Julianne Moore, Larry Pine, Brooke Smith, George Gaynes",/sYkkHsqXyUcFoLbXt4WNwnRRpT1.jpg,/llXsPTScDIdQjgsescQyKaIZA6l.jpg
335,Underneath (1995),Mystery|Thriller,Steven Soderbergh,"Peter Gallagher, Alison Elliott, William Fichtner, Adam Trese, Joe Don Baker",/a8jn5ML3vRT4nnMMBmFGXRaRhqO.jpg,/hCg0cpmiIMGwGMYwPeY8YO9WpMy.jpg
336,"Walking Dead, The (1995)",Drama|War,Preston A. Whitmore II,"Allen Payne, Eddie Griffin, Joe Morton, Vonte Sweet, Roger Floyd",/c0RtcIN4oSzSZoNs0nJMevfGYS4.jpg,/rVGuvGbS1D2fuENKcVWTwFqEmAp.jpg
337,What's Eating Gilbert Grape (1993),Drama,Lasse Hallström,"Johnny Depp, Leonardo DiCaprio, Juliette Lewis, Mary Steenburgen, Darlene Cates",/8FxWgsfDNosewo7H65oE4QkOb7g.jpg,/m05zMH2I7aEOP4zc0JYOdqR4JUD.jpg
338,Virtuosity (1995),Action|Sci-Fi|Thriller,Brett Leonard,"Denzel Washington, Russell Crowe, Kelly Lynch, Alanna Ubach, William Forsythe",/5emgnXYrXjqyiup2JsvtuENseiV.jpg,/wH3rho5l3w0hV8XWQzl14DWduRU.jpg
339,While You Were Sleeping (1995),Comedy|Romance,Jon Turteltaub,"Sandra Bullock, Bill Pullman, Peter Gallagher, Peter Boyle, Jack Warden",/qNGO3ETcNwlWqK2kNRpbJSJRlos.jpg,/r4ZkyhfwcpnHNGdn2QULEBTClZG.jpg
340,"War, The (1994)",Adventure|Drama|War,Jon Avnet,"Elijah Wood, Kevin Costner, Mare Winningham, Lexi Randall, LaToya Chisholm",/eMJYqr5zs7rz54oZhiX4ez1BI5E.jpg,/flsBbMFOiD7kXFs5Jmm7qR47cd4.jpg
341,Double Happiness (1994),Drama,Mina Shum,"Sandra Oh, Stephen Chang, Alannah Ong, Frances You, Donald Fong",/5sbnCdiFoZLe4G27ERS7wtj1lCY.jpg,/o48Dkq4ImR7Infhp8KWmX8kEVH4.jpg
342,Muriel's Wedding (1994),Comedy,P.J. Hogan,"Toni Collette, Bill Hunter, Rachel Griffiths, Sophie Lee, Jeanie Drynan",/zJyTr8Fo412a2OIfJGXTRAm4IwX.jpg,/x4sqnmV2nAKIG6cmt9WAF9xRA2M.jpg
343,"Baby-Sitters Club, The (1995)",Children,Melanie Mayron,"Schuyler Fisk, Bre Blair, Rachael Leigh Cook, Larisa Oleynik, Tricia Joe",/cdICP1AzQPgBWsEHwKTZH9ziNyE.jpg,/lO7kLQ9EVcpSTlEFDBElDVl5fJL.jpg
344,Ace Ventura: Pet Detective (1994),Comedy,Tom Shadyac,"Jim Carrey, Courteney Cox, Sean Young, Tone Loc, Dan Marino",/pqiRuETmuSybfnVZ7qyeoXhQyN1.jpg,/nbvREKIjX16mwNZtFqAoQTTHPnQ.jpg
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,Stephan Elliott,"Hugo Weaving, Guy Pearce, Terence Stamp, Bill Hunter, Sarah Chadwick",/rSkhcbHkk23fR3qhYJestqtamWK.jpg,/q1PuySDtRiKSgxAZjpIbFvvLOus.jpg
346,Backbeat (1993),Drama|Musical,Iain Softley,"Sheryl Lee, Stephen Dorff, Ian Hart, Gary Bakewell, Chris O'Neill",/1BuFx7P8veAUUZDXqdMNhtdCUSM.jpg,/qpQDSAOZMjT0RnPnF5I7tfktmO0.jpg
347,Bitter Moon (1992),Drama|Film-Noir|Romance,Roman Polanski,"Peter Coyote, Emmanuelle Seigner, Hugh Grant, Kristin Scott Thomas, Victor Banerjee",/bW7E4cLWh0elRRbp2VCrtXrY1if.jpg,/9NwkPVcLBKMrPKU79XinX73HZNa.jpg
348,Bullets Over Broadway (1994),Comedy,Woody Allen,"John Cusack, Chazz Palminteri, Dianne Wiest, Jennifer Tilly, Mary-Louise Parker",/mY9D1oCLeDKNMdUO8EV7MoCZ3up.jpg,/6zfPDvqeZUleXjNaU5iWQwHUtCN.jpg
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,Phillip Noyce,"Harrison Ford, Willem Dafoe, Joaquim de Almeida, Henry Czerny, Harris Yulin",/6xTM8FPxrLRYwz6I3fqtwh7xybs.jpg,/hEMxuwywh3FmWjhkIrfo57k3M2n.jpg
350,"Client, The (1994)",Drama|Mystery|Thriller,Joel Schumacher,"Brad Renfro, Susan Sarandon, Tommy Lee Jones, Mary-Louise Parker, Anthony LaPaglia",/oLdkJ4ZjxPtFSUChdjDQvHM9l75.jpg,/ncU6X4hosU9srxqC0hGxajZvAyD.jpg
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,Jessie Nelson,"Whoopi Goldberg, Ray Liotta, Tina Majorino, Wendy Crewson, Larry Miller",/atPbnSNt21aSysWOk4QCvRT5XxE.jpg,/rxRf5Te8PX4Ko5iFUN13llcsLI1.jpg
352,Crooklyn (1994),Comedy|Drama,Spike Lee,"Alfre Woodard, Delroy Lindo, David Patrick Kelly, Zelda Harris, Carlton Williams",/iFqe07F78SO0SIBzWcK4I5MwNvP.jpg,/mIKuvEhBvDf9LGxE9x6m0hDR9Au.jpg
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,Alex Proyas,"Brandon Lee, Rochelle Davis, Ernie Hudson, Michael Wincott, Bai Ling",/rMMB3v6jYHjsvXRNJYESacoTD7j.jpg,/2VN9umruwVZsT1Pr1NMCV71HpUu.jpg
354,Cobb (1994),Drama,Ron Shelton,"Tommy Lee Jones, Robert Wuhl, Lolita Davidovich, Ned Bellamy, Scott Burkholder",/clOqh9is8vWZvX6AUjF4HtLdQMj.jpg,/1ZpyiQWRS95hixy6ajtJk4WVduZ.jpg
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,Brian Levant,"John Goodman, Elizabeth Perkins, Rick Moranis, Rosie O'Donnell, Kyle MacLachlan",/qbojLbbpSaNSerWa2moIrt0C8hy.jpg,/4byUSbNrjqCSjqVYrJU6AxqyZYr.jpg
356,Forrest Gump (1994),Comedy|Drama|Romance|War,Robert Zemeckis,"Tom Hanks, Robin Wright, Gary Sinise, Sally Field, Mykelti Williamson",/Cw4hIUIAmSYfK9QfaUW5igp9La.jpg,/66Kn4XWhkuPkJxOJyPEx4U2CUfN.jpg
357,Four Weddings and a Funeral (1994),Comedy|Romance,Mike Newell,"Hugh Grant, Andie MacDowell, Kristin Scott Thomas, Simon Callow, James Fleet",/qa72G2VS0bpxms6yo0tI9vsHm2e.jpg,/ejFaHWnDP29z7ePw2cJVOsWvOvH.jpg
358,Higher Learning (1995),Drama,John Singleton,"Omar Epps, Kristy Swanson, Michael Rapaport, Jennifer Connelly, Ice Cube",/tuud1Blsdwo1KQRdz5UVwjlLAWQ.jpg,/hV0LwQlPrjSjKXi4vteNEdgxm4d.jpg
359,I Like It Like That (1994),Comedy|Drama|Romance,Darnell Martin,"Luna Lauren Vélez, Jon Seda, Tomas Melly, Desiree Casado, Isaiah Garcia",/aCxh21UPLHi7Pxm9ykH1GNx39OW.jpg,/vay1nnmwRbS6HUPjCEhWHzUkq8x.jpg
360,I Love Trouble (1994),Action|Comedy,Charles Shyer,"Nick Nolte, Julia Roberts, Saul Rubinek, James Rebhorn, Robert Loggia",/2uyytK3XFRPFXoTchFDtsWiSujn.jpg,/lnO0pcgCyzirR2QRt1XNPBTgjNB.jpg
361,It Could Happen to You (1994),Comedy|Drama|Romance,Andrew Bergman,"Nicolas Cage, Bridget Fonda, Rosie Perez, Wendell Pierce, Isaac Hayes",/6UOaeLDOdwwTMQtbl5YL6EGjqy0.jpg,/rHqIKBrvmRTExmi7XN31OjRSPKT.jpg
362,"Jungle Book, The (1994)",Adventure|Children|Romance,Stephen Sommers,"Jason Scott Lee, Cary Elwes, Lena Headey, Sam Neill, John Cleese",/lFMxUrByUG2LcRAIsqrGti1zGIu.jpg,/k2QQrOoyShcnXqIlMZLDVg8si4M.jpg
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,Ray Müller,"Leni Riefenstahl, Walter Frentz, Horst Kettner, Ray Müller, Luis Trenker",/pZnBH4ZJnHcVFgeuK81w2tcHvRD.jpg,/aIDwNw6aGjwAkqNlUlUirCftaNx.jpg
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,Roger Allers; Rob Minkoff,"Matthew Broderick, Moira Kelly, Jeremy Irons, Nathan Lane, Ernie Sabella",/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,/q00H8EqULYSK74lgevMkhmGGLHn.jpg
365,Little Buddha (1993),Drama,Bernardo Bertolucci,"Keanu Reeves, Bridget Fonda, Chris Isaak, Ruocheng Ying, Alex Wiesendanger",/xy70xtdoKZ3PxlKkakwdhL3UFDQ.jpg,/roWqJp8dXekp1DShC1RNpG9Yr3y.jpg
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,Wes Craven,"Heather Langenkamp, Robert Englund, Miko Hughes, Wes Craven, David Newsom",/q5BWxfL1x34nyYSvA3Qo5odleGW.jpg,/qKF9GwtJbi2rob8kZBmGcQGAaMo.jpg
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,Chuck Russell,"Jim Carrey, Peter Riegert, Peter Greene, Amy Yasbeck, Richard Jeni",/jPC2eYub74zwf2tPGVtzSlBW6Oy.jpg,/bQlw59HncOXX9alFlOYKHAvSnm.jpg
368,Maverick (1994),Adventure|Comedy|Western,Richard Donner,"Mel Gibson, Jodie Foster, James Garner, Graham Greene, Alfred Molina",/mTVbGGi5PIexmxVzeyFd2RYKwfM.jpg,/ctzKCslTsMRsOJNvAm1Mw8ytiHY.jpg
369,Mrs. Parker and the Vicious Circle (1994),Drama,Alan Rudolph,"Jennifer Jason Leigh, Campbell Scott, Matthew Broderick, Peter Gallagher, Jennifer Beals",/avTHiIim0Jm0rs4ehFLck8u3NFW.jpg,/9FQhHLE4oFLjSB6PpJ4PBu0IJNv.jpg
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,Peter Segal,"Leslie Nielsen, Priscilla Presley, George Kennedy, O. J. Simpson, Fred Ward",/p0AYsdgkudR9P5fNV5AjzbwQt8W.jpg,/rZBc0S32bVNYOGJ5sKYsHhOwIT5.jpg
371,"Paper, The (1994)",Comedy|Drama,Ron Howard,"Michael Keaton, Robert Duvall, Glenn Close, Marisa Tomei, Randy Quaid",/pGPrFbucRLwVtCKCeinwAklAl0l.jpg,/nV6quaSNz9fY1AeIlvd631zG7vl.jpg
372,Reality Bites (1994),Comedy|Drama|Romance,Ben Stiller,"Winona Ryder, Ethan Hawke, Janeane Garofalo, Steve Zahn, Ben Stiller",/qGDhodtpkpxkrFqokenGNJlzt6w.jpg,/wPW1cMe2XyeLnm2DNDudoDXVSwt.jpg
373,Red Rock West (1992),Thriller,John Dahl,"Nicolas Cage, Dennis Hopper, Lara Flynn Boyle, J.T. Walsh, Timothy Carhart",/ewofUEqU3Gpr7WSgSz3TEVPIfBg.jpg,/3JbHPpUJ53I52w66jydAhIp8Ibe.jpg
374,Richie Rich (1994),Children|Comedy,Donald Petrie,"Macaulay Culkin, John Larroquette, Edward Herrmann, Christine Ebersole, Jonathan Hyde",/qgGh5d0IHAZRlHIdFS3XWVygumR.jpg,/e3TJpdAJnuJkywVRvf4IevhSzM3.jpg
376,"River Wild, The (1994)",Action|Thriller,Curtis Hanson,"Meryl Streep, David Strathairn, Kevin Bacon, John C. Reilly, Joseph Mazzello",/wVgQ2T63ThjIsY4R0qoHXjyllql.jpg,/8KcvxZCwkahVDphIzRENl7rZECy.jpg
377,Speed (1994),Action|Romance|Thriller,Jan de Bont,"Keanu Reeves, Dennis Hopper, Sandra Bullock, Joe Morton, Jeff Daniels",/82PkCE4R95KhHICUDF7G4Ly2z3l.jpg,/lywmuPU5Hr1Mnpb9UGeDbILmkTx.jpg
378,Speechless (1994),Comedy|Romance,Ron Underwood,"Michael Keaton, Geena Davis, Bonnie Bedelia, Christopher Reeve, Ernie Hudson",/bremBHwg2cAvFIGIRwlRtPMkgfL.jpg,/vYHVIpswtMQole5MjhOfTSJkPYA.jpg
379,Timecop (1994),Action|Sci-Fi|Thriller,Peter Hyams,"Jean-Claude Van Damme, Mia Sara, Ron Silver, Bruce McGill, Gloria Reuben",/bgxP6ws8ErBiarnb4S93vv0lkf4.jpg,/iNfDwioDBzqodomLbMfV8ZXj0yL.jpg
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,James Cameron,"Arnold Schwarzenegger, Jamie Lee Curtis, Tom Arnold, Bill Paxton, Tia Carrere",/pqdvCBDThAOjlA0XBzbNm7GvwpU.jpg,/jRZ3joUcg8YDCQYl4Tog5xhY6wk.jpg
381,When a Man Loves a Woman (1994),Drama|Romance,Luis Mandoki,"Andy Garcia, Meg Ryan, Ellen Burstyn, Tina Majorino, Mae Whitman",/cA1uMNX3sdWAWfMZbsgm1VIJYSY.jpg,/eS4ky6DOiDLr9mHMNJnFPRWo4D.jpg
382,Wolf (1994),Drama|Horror|Romance|Thriller,Mike Nichols,"Jack Nicholson, Michelle Pfeiffer, James Spader, Kate Nelligan, Richard Jenkins",/5TprU55U2zjAMCwr2jQra3zj1zu.jpg,/dAFKnTzyOBbZyRCAb33F632ctva.jpg
383,Wyatt Earp (1994),Western,Lawrence Kasdan,"Kevin Costner, Dennis Quaid, Gene Hackman, David Andrews, Linden Ashby",/51LItgyecu2KMAtIchYogEykCIu.jpg,/8Nhn88ZaR8txXSLptWMBgWm3QnJ.jpg
384,Bad Company (1995),Action|Crime|Drama,Damian Harris,"Laurence Fishburne, Ellen Barkin, Frank Langella, Michael Beach, David Ogden Stiers",/5q5r3cpaTDByz4qko9ZWHlK3gMF.jpg,/nJx6Wkfz6zVNxBok9UYl4hddr8W.jpg
385,"Man of No Importance, A (1994)",Drama,Suri Krishnamma,"Albert Finney, Brenda Fricker, Michael Gambon, Tara Fitzgerald, Rufus Sewell",/zKHmxia0cdXMmNu5LUEwiJQJQoa.jpg,/xfK1dvRMcxkUx6UtAqywsUqSIOQ.jpg
386,S.F.W. (1994),Drama,Jefery Levy,"Stephen Dorff, Reese Witherspoon, Jake Busey, Joey Lauren Adams, Pamela Gidley",/3bq91jWCReRrqlPn81alSoxeXoP.jpg,/92zgF1BYoNUvrup4uoC4JkRjFr.jpg
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,Keenen Ivory Wayans,"Keenen Ivory Wayans, Charles S. Dutton, Jada Pinkett Smith, Salli Richardson-Whitfield, Andrew Divoff",/v5XUfLrdoGfatObGXhqckYTNqFT.jpg,/sXjws2JQcuv2yrL5TVgrWSvEtyY.jpg
388,Boys Life (1995),Drama,Raoul O'Connell; Brian Sloan; Robert Lee King,"James Andrews, Mary Beth Aylesworth, Mike Barbour, Steve Bilich, Wendy Brokaw",/jXKecGbSp36C486myi1pbe6EKAI.jpg,/bK6dagWRogT8Ldgv7XQX5EAGt6Y.jpg
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,Yves Angelo,"Gérard Depardieu, Fanny Ardant, Fabrice Luchini, André Dussollier, Éric Elmosnino",/Usaduh828gtYe6jw9DosnPJ7I9.jpg,/lF3stznsrRzgiWBVG4x1lYOXQiA.jpg
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,Russ Meyer,"Tura Satana, Haji, Lori Williams, Sue Bernard, Stuart Lancaster",/2hIHFk52SZ9XsZB4U85RUq36BT4.jpg,/j7UOjPzoYRDQlayNLswiNRzmtK9.jpg
391,Jason's Lyric (1994),Crime|Drama,Doug McHenry,"Allen Payne, Jada Pinkett Smith, Bokeem Woodbine, Eddie Griffin, Suzzanne Douglas",/2dXA5dNh3kqDQwRt08TxxgldTOW.jpg,/8yUVptQ82wWax8h3X9lURadGZ0d.jpg
393,Street Fighter (1994),Action|Adventure|Fantasy,Steven E. de Souza,"Jean-Claude Van Damme, Raúl Juliá, Kylie Minogue, Byron Mann, Damian Chapa",/6yh95dD2Y6uWAlPfWCZZygBM1ec.jpg,/vmXRiIs6alZFDtlHlUT3Tx5rHww.jpg
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,Andrew Morahan,"Christopher Lambert, Mario Van Peebles, Deborah Kara Unger, Mako, Martin Neufeld",/o4GKLReSGRR0rulOBS9SrfFAXOz.jpg,/1ulygMNAaR6KINjI6Fqcx1N82ag.jpg
